,fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boya_degisen,boyali_parca,degisen_parca
27,124000,1999.0,Hyundai,Accent,1.3 LS,202.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1341.0,75.0,,0,0
28,620000,2017.0,Renault,Megane,1.5 dCi Icon,200.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,1 boyalı,1,0
29,485000,2020.0,Fiat,Egea,1.4 Fire Urban Plus,17.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
30,182500,2000.0,Renault,Clio,1.6 RTE,233.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1598.0,90.0,,0,0
31,260000,2005.0,Opel,Astra,1.4 Essentia,220.0,Düz,Benzin,Önden Çekiş,52.0,1364.0,90.0,1 boyalı,1,0
32,474000,2015.0,Ford,C-Max,1.5 TDCi Titanium,280.0,Düz,Dizel,Önden Çekiş,53.0,1499.0,120.0,,0,0
33,545500,2017.0,Renault,Megane,1.6 Joy,72.0,Düz,LPG & Benzin,Önden Çekiş,49.0,1598.0,115.0,,0,0
34,170000,2000.0,Renault,R 19,1.6 Europa iE,313.0,Düz,LPG & Benzin,Önden Çekiş,,1598.0,90.0,,0,0
35,405000,2016.0,Dacia,Sandero,1.5 dCi Stepway,61.3,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,"2 değişen, 2 boyalı",2,2
36,839000,2020.0,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,66.441,Otomatik,Dizel,Önden Çekiş,62.0,1598.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
37,407000,2020.0,Renault,Clio,0.9 TCe Sport Tourer Joy,61.0,Düz,Benzin,Önden Çekiş,45.0,898.0,90.0,1 değişen,0,1
38,102500,1993.0,Tofaş,Doğan,SLX,154.685,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,83.0,,0,0
39,247000,2005.0,Peugeot,407,2.0 HDi Executive Premium,271.0,Düz,Dizel,Önden Çekiş,66.0,1997.0,138.0,4 boyalı,4,0
40,502000,2017.0,Renault,Clio,1.5 dCi Touch,125.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,,0,0
41,796900,2021.0,Toyota,Corolla,1.8 Hybrid Dream,46.5,Otomatik,Hibrit,Önden Çekiş,,,,,0,0
42,490000,2021.0,Fiat,Egea,1.4 Fire Easy Plus,34.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
43,668500,2010.0,Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,197.0,Otomatik,Benzin,Arkadan İtiş,66.0,1597.0,156.0,1 boyalı,1,0
44,162500,2008.0,Renault,Symbol,1.5 dCi Authentique,256.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,65.0,"1 değişen, 8 boyalı",8,1
45,442500,2013.0,Volkswagen,Scirocco,1.4 TSi Sportline,215.0,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1390.0,160.0,,0,0
46,233500,2006.0,Dacia,Logan,1.4 Ambiance,92.35,Düz,Benzin,Önden Çekiş,50.0,1390.0,75.0,2 boyalı,2,0
47,332500,2012.0,Renault,Megane,1.6 Expression,188.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,110.0,4 boyalı,4,0
48,479750,2018.0,Nissan,Micra,1.2 Street,18.0,Otomatik,Benzin,Önden Çekiş,41.0,1198.0,80.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
49,870000,2017.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,40.0,Düz,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
50,284500,2013.0,Renault,Fluence,1.5 dCi Joy,285.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,,0,0
51,1350000,2022.0,BMW,1 Serisi,118i Sport Line,6.001,Otomatik,Benzin,Önden Çekiş,42.0,1499.0,140.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
52,889000,2011.0,Mazda,RX,RX-8 1.3,77.0,Düz,Benzin,Arkadan İtiş,61.0,1308.0,192.0,,0,0
53,148000,1997.0,Opel,Vectra,1.6 GL,313.0,Düz,LPG & Benzin,Önden Çekiş,61.0,1598.0,100.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
54,486750,2022.0,Citroen,C-Elysee,1.5 BlueHDi Feel,20.0,Düz,Dizel,Önden Çekiş,50.0,1499.0,100.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
55,990000,2018.0,Volkswagen,Passat,1.6 TDi BlueMotion Impression,55.807,Yarı Otomatik,Dizel,Önden Çekiş,59.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
56,267500,2011.0,Ford,Fiesta,1.25 My Fiesta,260.0,Düz,LPG & Benzin,Önden Çekiş,42.0,1242.0,82.0,9 boyalı,9,0
57,468000,2021.0,Fiat,Egea,1.4 Fire Easy,21.4,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
58,579750,2017.0,Renault,Megane,1.5 dCi Touch,149.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
59,599000,2016.0,Ford,Focus,1.6 Ti-VCT Titanium,56.9,Yarı Otomatik,LPG & Benzin,Önden Çekiş,55.0,1596.0,125.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
60,335000,2010.0,Renault,Fluence,1.5 dCi Privilege,190.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,105.0,1 boyalı,1,0
61,267500,2008.0,Renault,Megane,1.5 dCi Privilege,208.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,100.0,,0,0
62,1275000,2021.0,Skoda,SuperB,1.5 TSI Prestige,47.0,Yarı Otomatik,Benzin,Önden Çekiş,66.0,1498.0,150.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
63,265000,2008.0,Peugeot,207,1.4 HDi Trendy,210.0,Düz,Dizel,Önden Çekiş,50.0,1398.0,71.0,,0,0
64,395000,2013.0,Toyota,Yaris,1.33 Cool,165.0,Otomatik,Benzin,Önden Çekiş,42.0,1329.0,99.0,,0,0
65,918500,2021.0,Opel,Insignia,1.5 d Edition,50.0,Otomatik,Dizel,Önden Çekiş,62.0,1496.0,122.0,8 boyalı,8,0
66,545000,2011.0,BMW,3 Serisi,320d Comfort,272.0,Otomatik,Dizel,Arkadan İtiş,60.0,1995.0,184.0,3 boyalı,3,0
67,393000,2018.0,Fiat,Egea,1.3 Multijet Easy,133.98,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,1 boyalı,1,0
68,378000,2015.0,Seat,Ibiza,1.4 Reference,78.0,Düz,Benzin,Önden Çekiş,45.0,1390.0,85.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
69,1095000,2016.0,Volkswagen,Passat,1.6 TDi BlueMotion Highline,155.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
70,2550000,2022.0,BMW,4 Serisi,420i Gran Coupe M Sport,60.0,Otomatik,Benzin,,,,,,0,0
71,205000,2013.0,Renault,Symbol,1.5 dCi Joy,340.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,,0,0
72,1350000,2015.0,BMW,5 Serisi,525d xDrive xDrive,175.0,Otomatik,Dizel,4WD (Sürekli),70.0,1995.0,218.0,,0,0
73,269000,2013.0,Renault,Symbol,1.5 dCi Joy,290.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,75.0,4 boyalı,4,0
74,1187500,2017.0,Audi,A4,A4 Sedan 1.4 TFSI,149.0,Yarı Otomatik,Benzin,Önden Çekiş,54.0,1395.0,150.0,,0,0
75,1170000,2011.0,Mercedes - Benz,E,350 CDI Premium,312.777,Otomatik,Dizel,Arkadan İtiş,80.0,2987.0,265.0,,0,0
76,844500,2020.0,Ford,Focus,1.5 TDCi Titanium,77.0,Otomatik,Dizel,Önden Çekiş,47.0,1500.0,120.0,,0,0
77,667500,2021.0,Peugeot,208,1.5 BlueHDi Active,54.86,Otomatik,Dizel,Önden Çekiş,41.0,1499.0,132.0,,0,0
78,865000,2019.0,Volkswagen,Golf,1.6 TDi BlueMotion Highline,78.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,115.0,3 boyalı,3,0
79,232500,2003.0,Opel,Vectra,1.6 Elegance,261.0,Düz,LPG & Benzin,Önden Çekiş,61.0,1598.0,100.0,,0,0
80,355000,2014.0,Opel,Astra,1.3 CDTI Business,281.0,Düz,Dizel,Önden Çekiş,56.0,1248.0,95.0,,0,0
81,382000,2012.0,Ford,Focus,1.6 TDCi Trend X,172.0,Düz,Dizel,Önden Çekiş,53.0,1560.0,95.0,,0,0
82,398000,2013.0,Renault,Fluence,1.5 dCi Joy,118.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,2 boyalı,2,0
83,850000,2016.0,MINI,Cooper Clubman,1.5 Türkiye Paketi,70.0,Otomatik,Benzin,Önden Çekiş,48.0,1499.0,136.0,2 boyalı,2,0
84,179500,2007.0,Renault,Clio,1.4 Authentique,104.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,98.0,,0,0
85,378000,2016.0,Renault,Fluence,1.5 dCi Touch,210.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,"1 değişen, 3 boyalı",3,1
86,87500,1999.0,Fiat,Uno,70 S,150.0,Düz,LPG & Benzin,Önden Çekiş,,1372.0,71.0,,0,0
87,257000,2005.0,Ford,Fusion,1.4 TDCi Comfort,202.0,Düz,Dizel,Önden Çekiş,45.0,1399.0,68.0,,0,0
88,290000,2010.0,Opel,Zafira,1.9 CDTI Enjoy,254.0,Otomatik,Dizel,Önden Çekiş,58.0,1910.0,150.0,"2 değişen, 7 boyalı",7,2
89,310500,2014.0,Skoda,Rapid,1.2 Ambition,325.0,Düz,Benzin,Önden Çekiş,55.0,1198.0,75.0,,0,0
90,397500,2012.0,Seat,Leon,1.6 TDI CR Style,218.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,,0,0
91,905000,2017.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,120.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
92,360000,2010.0,Ford,Focus,1.6 Ti-VCT Titanium,215.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1596.0,115.0,6 boyalı,6,0
93,585000,2021.0,Renault,Clio,1.0 TCe Joy,6.001,Otomatik,Benzin,Önden Çekiş,42.0,999.0,100.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
94,755000,2022.0,Toyota,Corolla,1.5 Vision,6.001,Otomatik,Benzin,Önden Çekiş,50.0,1490.0,125.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
95,468000,2021.0,Fiat,Egea,1.4 Fire Easy Plus,36.5,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
96,434000,2010.0,Volkswagen,Golf,1.4 TSi Trendline,174.0,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1390.0,122.0,,0,0
97,649000,2018.0,Renault,Megane,1.5 dCi Touch,64.965,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
98,339900,2013.0,Hyundai,i20,1.2 D-CVVT Jump,107.0,Düz,Benzin,Önden Çekiş,45.0,1248.0,85.0,,0,0
99,300000,2004.0,BMW,3 Serisi,320d Standart,360.0,Otomatik,Dizel,Arkadan İtiş,63.0,1995.0,150.0,,0,0
100,255000,2007.0,Opel,Corsa,1.3 CDTI Enjoy,265.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
101,750000,2020.0,Renault,Megane,1.5 Blue DCI Touch,134.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,115.0,,0,0
102,303950,2008.0,Honda,Civic,1.8 Sport,195.0,Yarı Otomatik,Benzin,Önden Çekiş,50.0,1799.0,140.0,,0,0
103,480000,2022.0,Fiat,Egea,1.4 Fire Easy Plus,20.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,,0,0
104,145000,2000.0,Ford,Fiesta,1.25 Flair,209.0,Düz,LPG & Benzin,Önden Çekiş,40.0,1242.0,75.0,Tamamı boyalı,Tamamı,0
105,263000,2007.0,Peugeot,207,1.4 HDi Trendy,168.0,Düz,Dizel,Önden Çekiş,50.0,1398.0,71.0,,0,0
106,545000,2009.0,BMW,5 Serisi,520d Comfort,322.0,Otomatik,Dizel,Arkadan İtiş,70.0,1995.0,177.0,,0,0
107,238000,2003.0,Peugeot,307,1.6 XR,262.0,Otomatik,LPG & Benzin,Önden Çekiş,60.0,1587.0,110.0,3 boyalı,3,0
108,129000,1998.0,Renault,R 9,1.4 Broadway RNi,178.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
109,345000,2018.0,Citroen,C-Elysee,1.2 PureTech Live,150.0,Düz,Benzin,Önden Çekiş,50.0,1199.0,83.0,1 boyalı,1,0
110,492000,2012.0,Audi,A3,A3 Sportback 1.6 TDI Attraction,181.5,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,"1 değişen, 2 boyalı",2,1
111,170000,2005.0,Fiat,Palio,1.3 Multijet SL,240.0,Düz,Dizel,Önden Çekiş,51.0,1248.0,70.0,4 boyalı,4,0
112,494750,2021.0,Fiat,Egea,1.3 Multijet Easy,16.0,Düz,Dizel,Önden Çekiş,50.0,1248.0,95.0,,0,0
113,255550,2006.0,Hyundai,Getz,1.4 DOHC HY KLM,229.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1399.0,97.0,,0,0
114,265000,2006.0,Ford,Focus,1.6 TDCi Ghia,245.0,Otomatik,Dizel,Önden Çekiş,55.0,1560.0,110.0,4 boyalı,4,0
115,185000,2004.0,Ford,Fiesta,1.4 Comfort,136.5,Düz,LPG & Benzin,Önden Çekiş,45.0,1388.0,80.0,"4 değişen, 9 boyalı",9,4
116,290000,2011.0,Fiat,Linea,1.3 Multijet Emotion Plus,183.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1248.0,90.0,6 boyalı,6,0
117,750500,2017.0,Hyundai,i30,1.6 CRDi Elite Plus,77.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1582.0,136.0,,0,0
118,1200000,2016.0,Mercedes - Benz,C,C 200 d BlueTEC AMG,150.0,Otomatik,Dizel,Arkadan İtiş,41.0,1598.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
119,800000,2020.0,Renault,Megane,1.5 Blue DCI Joy,39.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,115.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
120,230000,2003.0,Opel,Vectra,2.2 DTI Comfort,265.0,Otomatik,Dizel,Önden Çekiş,61.0,2171.0,125.0,Tamamı boyalı,Tamamı,0
121,243000,2007.0,Hyundai,Getz,1.5 VGT HY KLM,147.0,Düz,Dizel,Önden Çekiş,45.0,1493.0,110.0,,0,0
122,465000,2011.0,Renault,Fluence,1.6 Dynamique,27.0,Otomatik,Benzin,Önden Çekiş,60.0,1598.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
123,1000000,2015.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,107.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
124,265000,2004.0,Nissan,Micra,1.2 Tekna,143.0,Düz,Benzin,Önden Çekiş,46.0,1240.0,80.0,"1 değişen, 5 boyalı",5,1
125,380000,2015.0,Dacia,Sandero,1.5 dCi Stepway,148.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
126,450000,2020.0,Fiat,Egea,1.4 Fire Easy,18.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,,0,0
127,358000,2006.0,Toyota,Corolla,1.6 Terra,160.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1598.0,110.0,,0,0
128,269000,2005.0,Volkswagen,Polo,1.4 Basicline,184.0,Düz,Benzin,Önden Çekiş,45.0,1390.0,75.0,,0,0
129,211000,2006.0,Peugeot,307,1.6 HDi Comfort,183.0,Düz,Dizel,Önden Çekiş,60.0,1560.0,112.0,"3 değişen, 9 boyalı",9,3
130,442000,2016.0,Hyundai,Accent Blue,1.6 CRDI Mode,112.8,Otomatik,Dizel,Önden Çekiş,43.0,1582.0,136.0,2 boyalı,2,0
131,265000,2012.0,Fiat,Linea,1.3 Multijet Active Plus,216.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
132,165000,1997.0,Volkswagen,Polo,1.6 Classic,245.05,Düz,LPG & Benzin,Önden Çekiş,45.0,1595.0,100.0,Tamamı boyalı,Tamamı,0
133,295000,2009.0,Ford,Fiesta,1.4 TDCi Trend,216.0,Düz,Dizel,Önden Çekiş,45.0,1399.0,70.0,,0,0
134,97000,1997.0,Renault,R 19,1.4 RN,350.0,Düz,LPG & Benzin,Önden Çekiş,,,,,0,0
135,385000,2013.0,Ford,Focus,1.6 Ti-VCT Titanium,184.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1596.0,125.0,"2 değişen, 3 boyalı",3,2
136,363000,2012.0,Citroen,C3,1.4 e-HDi Confort,153.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1398.0,76.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
137,390000,2012.0,Ford,Fiesta,1.25 Trend,14.5,Düz,Benzin,Önden Çekiş,42.0,1242.0,82.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
138,547000,2016.0,Hyundai,Elantra,1.6 D-CVVT Style,53.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1591.0,127.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
139,699000,2012.0,Audi,A4,A4 Sedan 2.0 TDI,165.0,Otomatik,Dizel,Önden Çekiş,65.0,1968.0,143.0,"2 değişen, 3 boyalı",3,2
140,1380000,2016.0,BMW,5 Serisi,520i Prestige,113.0,Otomatik,Benzin,Arkadan İtiş,68.0,1597.0,170.0,,0,0
141,710000,2021.0,Peugeot,208,1.2 PureTech Active,15.0,Otomatik,Benzin,Önden Çekiş,,130.0,1200.0,,0,0
142,998000,2021.0,Volkswagen,Passat,2.8 Highline,47.5,Otomatik,Benzin,Önden Çekiş,,150.0,1499.0,,0,0
143,687000,2015.0,Audi,A3,A3 Sportback 1.6 TDI Attraction,142.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
144,1350000,2015.0,BMW,5 Serisi,520d Exclusive,154.774,Otomatik,Dizel,Arkadan İtiş,70.0,1995.0,184.0,,0,0
145,1425000,2019.0,BMW,3 Serisi,320i,126.246,Otomatik,Benzin,Önden Çekiş,,170.0,1599.0,,0,0
146,3141000,2022.0,BMW,i Serisi,i4 eDrive40 M Sport,6.033,Otomatik,Elektrik,Arkadan İtiş,,,340.0,,0,0
147,900000,2016.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,95.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
148,100000,2001.0,Kia,Pride,1.3 GLXi,160.0,Düz,LPG & Benzin,Önden Çekiş,,,,,0,0
149,355500,2008.0,Opel,Corsa,1.3 CDTI Cosmo,126.323,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1248.0,90.0,7 boyalı,7,0
150,96500,1999.0,Tofaş,Kartal,Kartal 5 Vites,100.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,83.0,,0,0
151,545000,2019.0,Opel,Corsa,1.4 120.Yıl,9.0,Otomatik,Benzin,Önden Çekiş,45.0,1398.0,90.0,1 boyalı,1,0
152,425000,2021.0,Fiat,Egea,1.4 Fire Easy Plus,42.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,"3 değişen, 1 boyalı",1,3
153,151500,1996.0,Honda,Civic,1.6 LS,260.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1590.0,113.0,12 boyalı,12,0
154,430000,2005.0,Audi,A4,A4 Sedan 1.6,193.0,Düz,LPG & Benzin,Önden Çekiş,70.0,1595.0,102.0,,0,0
155,246900,2008.0,Renault,Megane,1.5 dCi Extreme,294.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,106.0,,0,0
156,570000,2009.0,Mercedes - Benz,C,C 200 Kompressor Avantgarde,199.0,Otomatik,LPG & Benzin,Arkadan İtiş,66.0,1796.0,184.0,8 boyalı,8,0
157,293000,2007.0,Ford,Focus,1.6 Trend,161.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1596.0,100.0,11 boyalı,11,0
158,450000,2015.0,Renault,Fluence,1.5 dCi Touch,100.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,,0,0
159,235000,2004.0,Rover,25,1.4 Club,87.0,Düz,Benzin,Önden Çekiş,50.0,1396.0,103.0,Tamamı boyalı,Tamamı,0
160,355000,2020.0,Fiat,Egea,1.3 Multijet Easy,102.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,8 boyalı,8,0
161,915000,2016.0,Volkswagen,VW CC,2.0 TDi Sportline,69.0,Yarı Otomatik,Dizel,Önden Çekiş,70.0,1968.0,150.0,,0,0
162,180000,2001.0,Ford,Focus,2.0 Ghia,265.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1988.0,130.0,"4 değişen, 3 boyalı",3,4
163,329500,2011.0,Citroen,C5,1.6 HDi Dynamique,197.0,Düz,Dizel,Önden Çekiş,71.0,1560.0,114.0,1 boyalı,1,0
164,647500,2011.0,Audi,A4,A4 Sedan 2.0 TDI,259.0,Yarı Otomatik,Dizel,,,1968.0,,,0,0
165,245000,2013.0,Peugeot,301,1.6 HDi Active,280.0,Düz,Dizel,Önden Çekiş,50.0,1560.0,93.0,"3 değişen, 3 boyalı",3,3
166,275000,2006.0,Volkswagen,Polo,1.4 Trendline,145.0,Düz,Benzin,Önden Çekiş,45.0,1390.0,80.0,"2 değişen, 1 boyalı",1,2
167,1265000,2016.0,Audi,A4,A4 Sedan 2.0 TDI Design,149.0,Yarı Otomatik,Dizel,Önden Çekiş,40.0,1968.0,190.0,,0,0
168,1080000,2019.0,Peugeot,508,1.5 BlueHDI GT Line,68.0,Otomatik,Dizel,Önden Çekiş,55.0,1499.0,130.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
169,83560,1994.0,Tofaş,Şahin,1.6,173.852,Düz,LPG & Benzin,,,1581.0,,,0,0
170,254500,2004.0,Toyota,Corolla,1.6 Terra,360.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1598.0,110.0,,0,0
171,372000,2016.0,Renault,Clio,1.5 dCi Joy,113.0,Düz,Dizel,Önden Çekiş,45.0,1461.0,75.0,1 boyalı,1,0
172,245000,2004.0,Volkswagen,Polo,1.4 Comfortline,290.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1390.0,100.0,,0,0
173,180000,1996.0,Toyota,Corolla,1.6 XEi,300.0,Düz,LPG & Benzin,Önden Çekiş,,1587.0,105.0,,0,0
174,295000,2006.0,Ford,Fiesta,1.4 TDCi Comfort,125.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1399.0,68.0,,0,0
175,507750,2013.0,Seat,Leon,1.4 TSI FR,280.0,Düz,Benzin,Önden Çekiş,50.0,1395.0,140.0,5 boyalı,5,0
176,485000,2011.0,Volvo,S40,1.6 D,71.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,115.0,,0,0
177,388000,2012.0,Citroen,C4,1.6 e-HDi Confort,131.5,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1560.0,114.0,,0,0
178,687000,2016.0,Seat,Leon,1.4 TSI FR,75.0,Yarı Otomatik,Benzin,Önden Çekiş,50.0,1395.0,150.0,,0,0
179,715000,2017.0,Opel,Insignia,1.6 CDTI Cosmo,118.5,Otomatik,Dizel,Önden Çekiş,70.0,1598.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
180,322500,2014.0,Hyundai,i20,1.2 MPI Jump,170.0,Düz,Benzin,Önden Çekiş,50.0,1248.0,84.0,4 boyalı,4,0
181,314500,2004.0,Volkswagen,Golf,1.6 Pacific,237.0,Otomatik,Benzin,Önden Çekiş,55.0,1595.0,102.0,3 boyalı,3,0
182,573500,2018.0,Toyota,Corolla,1.6 Life,40.2,Düz,Benzin,Önden Çekiş,55.0,1598.0,132.0,,0,0
183,135000,1997.0,Tofaş,Şahin,S,111.111,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,80.0,,0,0
184,745950,2017.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,179.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,1 boyalı,1,0
185,500000,2017.0,Dacia,Sandero,1.5 dCi Stepway,15.6,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1461.0,90.0,,0,0
186,617000,2012.0,BMW,1 Serisi,116i M Sport,169.0,Otomatik,Benzin,Arkadan İtiş,52.0,1598.0,136.0,1 boyalı,1,0
187,235000,2001.0,Volkswagen,Bora,1.6 Trendline,303.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1595.0,105.0,,0,0
188,295000,2009.0,Fiat,Albea,Sole 1.4 Fire Dynamic,31.0,Düz,Benzin,Önden Çekiş,48.0,1368.0,77.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
189,129000,1999.0,Tofaş,Şahin,S,111.111,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,80.0,,0,0
190,567500,2012.0,Honda,Civic,1.6 i-VTEC ECO Elegance,182.85,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,,0,0
191,919500,2016.0,Volkswagen,VW CC,1.4 TSi,31.0,Yarı Otomatik,Benzin,Önden Çekiş,70.0,1395.0,150.0,"1 değişen, 1 boyalı",1,1
192,369000,2018.0,Peugeot,301,1.6 BlueHDI Active,125.0,Düz,Dizel,Önden Çekiş,50.0,1560.0,102.0,,0,0
193,400000,2012.0,Opel,Corsa,1.4 Twinport Essentia,74.0,Otomatik,Benzin,Önden Çekiş,45.0,1364.0,100.0,,0,0
194,411000,2014.0,Renault,Fluence,1.5 dCi Touch,126.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
195,558500,2017.0,Renault,Megane,1.5 dCi Touchrome,66.0,Düz,Dizel,Önden Çekiş,47.0,1461.0,110.0,,0,0
196,198750,2004.0,Ford,Fiesta,1.4 TDCi Comfort,248.0,Düz,Dizel,Önden Çekiş,45.0,1399.0,68.0,,0,0
197,414999,2019.0,Fiat,Egea,1.4 Fire Urban Plus,145.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,,0,0
198,145000,1994.0,Renault,R 12,Toros,178.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
